Id,Building Type,Building Function,Sex,Age,Thermal Comfort Vote,Clothing Insulation (clo),Indoor Temperature (℃),Indoor Humidity (%),Season,Outdoor Temperature (℃),Outdoor Humidity (%),Room Volume Category
0,Residential,Bedroom,Female,18-30,1.0,medium,18.6,32.0,Winter Season,20.0,50.0,1-300
1,Residential,Bedroom,Female,41-50,1.0,medium,18.6,32.0,Winter Season,20.0,50.0,1-300
2,Residential,Bedroom,Male,41-50,1.0,medium,18.6,32.0,Winter Season,20.0,50.0,1-300
3,Residential,Bedroom,Male,18-30,1.0,medium,18.6,32.0,Winter Season,20.0,50.0,1-300
4,Residential,Bedroom,Male,18-30,1.0,medium,19.5,33.0,Winter Season,20.0,50.0,1-300
5,Residential,Bedroom,Female,41-50,1.0,medium,19.5,33.0,Winter Season,20.0,50.0,1-300
6,Residential,Bedroom,Female,18-30,1.0,medium,19.5,33.0,Winter Season,20.0,50.0,1-300
7,Residential,Bedroom,Male,41-50,2.0,medium,10.5,48.0,Winter Season,20.0,50.0,1-300
8,Residential,Bedroom,Female,41-50,2.0,medium,10.5,48.0,Winter Season,20.0,50.0,1-300
9,Residential,Bedroom,Female,18-30,2.0,medium,10.5,48.0,Winter Season,20.0,50.0,1-300
10,Residential,Bedroom,Female,51-60,1.0,medium,20.7,28.0,Winter Season,20.0,50.0,1-300
11,Residential,Bedroom,Female,18-30,1.0,medium,20.7,28.0,Winter Season,20.0,50.0,1-300
12,Residential,Bedroom,Female,18-30,1.0,medium,20.5,30.0,Winter Season,20.0,50.0,1-300
13,Residential,Bedroom,Female,31-40,1.0,light,20.5,30.0,Winter Season,20.0,50.0,1-300
14,Residential,Living room,Male,41-50,2.0,heavy,13.1,33.0,Winter Season,20.0,50.0,1-300
15,Residential,Living room,Female,41-50,2.0,medium,13.1,33.0,Winter Season,20.0,50.0,1-300
16,Residential,Bedroom,Male,>60,1.0,medium,18.6,30.0,Winter Season,20.0,50.0,1-300
17,Residential,Bedroom,Female,>60,1.0,medium,18.6,30.0,Winter Season,20.0,50.0,1-300
18,Residential,Bedroom,Male,31-40,1.0,medium,18.6,30.0,Winter Season,20.0,50.0,1-300
19,Residential,Bedroom,Male,18-30,1.0,medium,18.6,30.0,Winter Season,20.0,50.0,1-300
20,Residential,Bedroom,Female,18-30,1.0,medium,18.6,30.0,Winter Season,20.0,50.0,1-300
21,Residential,Bedroom,Male,41-50,1.0,medium,17.9,48.0,Winter Season,20.0,50.0,1-300
22,Residential,Bedroom,Female,41-50,1.0,medium,17.9,48.0,Winter Season,20.0,50.0,1-300
23,Residential,Bedroom,Female,18-30,1.0,medium,17.9,48.0,Winter Season,20.0,50.0,1-300
24,Residential,Bedroom,Female,18-30,1.0,light,11.0,42.0,Winter Season,20.0,50.0,1-300
25,Residential,Bedroom,Male,41-50,1.0,medium,11.0,42.0,Winter Season,20.0,50.0,1-300
26,Office,Office,Female,18-30,1.0,medium,20.1,29.0,Winter Season,20.0,50.0,1-300
27,Office,Office,Female,41-50,2.0,medium,19.4,29.0,Winter Season,20.0,50.0,1-300
28,Office,Office,Male,31-40,1.0,medium,18.9,31.0,Winter Season,20.0,50.0,1-300
29,Office,Office,Male,31-40,1.0,medium,19.1,31.0,Winter Season,20.0,50.0,1-300
30,Office,Office,Female,31-40,1.0,light,20.7,26.0,Winter Season,20.0,50.0,1-300
31,Office,Office,Male,31-40,1.0,light,20.9,26.0,Winter Season,20.0,50.0,1-300
32,Office,Office,Male,31-40,1.0,medium,20.7,26.0,Winter Season,20.0,50.0,1-300
33,Office,Office,Male,31-40,1.0,medium,20.2,27.0,Winter Season,20.0,50.0,1-300
34,Office,Office,Male,31-40,1.0,medium,19.4,28.0,Winter Season,20.0,50.0,1-300
35,Office,Office,Male,18-30,3.0,medium,22.3,26.0,Winter Season,20.0,50.0,1-300
36,Office,Office,Male,31-40,1.0,medium,22.3,27.0,Winter Season,20.0,50.0,1-300
37,Office,Office,Female,31-40,1.0,medium,21.9,27.0,Winter Season,20.0,50.0,1-300
38,Office,Office,Female,31-40,1.0,medium,22.2,27.0,Winter Season,20.0,50.0,1-300
39,Office,Office,Male,31-40,1.0,light,21.7,26.0,Winter Season,20.0,50.0,1-300
40,Office,Office,Female,41-50,1.0,medium,21.0,28.0,Winter Season,20.0,50.0,1-300
41,Office,Office,Female,31-40,2.0,medium,21.9,25.0,Winter Season,20.0,50.0,1-300
42,Office,Office,Male,31-40,1.0,medium,23.1,25.0,Winter Season,20.0,50.0,1-300
43,Office,Office,Male,18-30,2.0,medium,23.1,25.0,Winter Season,20.0,50.0,1-300
44,Office,Office,Male,31-40,2.0,light,22.1,25.0,Winter Season,20.0,50.0,1-300
45,Office,Office,Male,51-60,2.0,medium,21.6,26.0,Winter Season,20.0,50.0,1-300
46,Office,Office,Male,31-40,1.0,medium,20.6,28.0,Winter Season,20.0,50.0,1-300
47,Office,Office,Male,31-40,1.0,medium,23.0,25.0,Winter Season,20.0,50.0,1-300
48,Office,Office,Male,31-40,2.0,medium,23.4,25.0,Winter Season,20.0,50.0,1-300
49,Office,Office,Male,31-40,1.0,medium,24.5,25.0,Winter Season,20.0,50.0,1-300
50,Office,Office,Male,31-40,1.0,light,18.6,27.0,Winter Season,20.0,50.0,1-300
51,Office,Office,Male,31-40,2.0,medium,18.7,27.0,Winter Season,20.0,50.0,1-300
52,Office,Office,Male,31-40,1.0,medium,18.1,28.0,Winter Season,20.0,50.0,1-300
53,Office,Office,Female,18-30,1.0,light,18.2,27.0,Winter Season,20.0,50.0,1-300
54,Office,Office,Female,18-30,1.0,light,18.3,26.0,Winter Season,20.0,50.0,1-300
55,Office,Office,Male,31-40,2.0,medium,18.0,27.0,Winter Season,20.0,50.0,1-300
56,Office,Office,Male,18-30,2.0,light,16.9,28.0,Winter Season,20.0,50.0,1-300
57,Office,Office,Male,31-40,2.0,light,19.0,28.0,Winter Season,20.0,50.0,1-300
58,Office,Office,Male,18-30,2.0,medium,18.4,28.0,Winter Season,20.0,50.0,1-300
59,Office,Office,Female,31-40,2.0,medium,19.2,28.0,Winter Season,20.0,50.0,1-300
60,Office,Office,Male,31-40,2.0,medium,16.4,30.0,Winter Season,20.0,50.0,1-300
61,Office,Office,Male,18-30,2.0,light,17.4,30.0,Winter Season,20.0,50.0,1-300
62,Office,Office,Male,18-30,2.0,light,17.4,31.0,Winter Season,20.0,50.0,1-300
63,Office,Office,Male,31-40,1.0,light,17.4,30.0,Winter Season,20.0,50.0,1-300
64,Office,Office,Male,31-40,3.0,medium,17.1,33.0,Winter Season,20.0,50.0,1-300
65,Office,Office,Female,31-40,1.0,medium,16.8,32.0,Winter Season,20.0,50.0,1-300
66,Office,Office,Male,31-40,1.0,medium,16.8,31.0,Winter Season,20.0,50.0,1-300
67,Office,Office,Male,31-40,2.0,light,16.0,32.0,Winter Season,20.0,50.0,1-300
68,Office,Office,Female,31-40,1.0,medium,17.8,28.0,Winter Season,20.0,50.0,1-300
69,Office,Office,Female,31-40,2.0,medium,16.2,34.0,Winter Season,20.0,50.0,1-300
70,Office,Office,Female,18-30,3.0,medium,15.8,30.0,Winter Season,20.0,50.0,1-300
71,Office,Office,Female,31-40,2.0,medium,16.6,29.0,Winter Season,20.0,50.0,1-300
72,Residential,Living room,Male,31-40,1.0,medium,24.8,33.0,Winter Season,20.0,50.0,1-300
73,Residential,Living room,Female,31-40,1.0,medium,24.8,33.0,Winter Season,20.0,50.0,1-300
74,Residential,Living room,Female,18-30,1.0,medium,24.8,33.0,Winter Season,20.0,50.0,1-300
75,Residential,Living room,Female,18-30,1.0,medium,24.8,33.0,Winter Season,20.0,50.0,1-300
76,Office,Office,Male,31-40,2.0,light,9.3,45.0,Winter Season,20.0,50.0,1-300
77,Office,Office,Male,18-30,4.0,light,9.0,43.0,Winter Season,20.0,50.0,1-300
78,Office,Office,Male,18-30,4.0,medium,9.2,44.0,Winter Season,20.0,50.0,1-300
79,Office,Office,Male,18-30,3.0,medium,9.6,46.0,Winter Season,20.0,50.0,1-300
80,Office,Office,Male,18-30,2.0,medium,10.2,46.0,Winter Season,20.0,50.0,1-300
81,Office,Office,Male,18-30,1.0,light,14.4,39.0,Winter Season,20.0,50.0,1-300
82,Office,Office,Male,18-30,1.0,medium,15.1,37.0,Winter Season,20.0,50.0,1-300
83,Office,Office,Male,18-30,1.0,medium,14.1,35.0,Winter Season,20.0,50.0,1-300
84,Office,Office,Male,18-30,1.0,medium,14.9,35.0,Winter Season,20.0,50.0,1-300
85,Office,Office,Male,18-30,1.0,light,14.8,35.0,Winter Season,20.0,50.0,1-300
86,Office,Office,Male,18-30,2.0,medium,9.8,42.0,Winter Season,20.0,50.0,1-300
87,Office,Office,Female,18-30,2.0,medium,11.1,41.0,Winter Season,20.0,50.0,1-300
88,Office,Office,Male,18-30,1.0,medium,15.1,32.0,Winter Season,20.0,50.0,700+
89,Office,Office,Male,18-30,3.0,light,15.4,31.0,Winter Season,20.0,50.0,700+
90,Office,Office,Female,41-50,1.0,light,15.4,31.0,Winter Season,20.0,50.0,700+
91,Office,Office,Male,31-40,1.0,light,14.6,31.0,Winter Season,20.0,50.0,700+
92,Office,Office,Male,18-30,1.0,light,16.4,29.0,Winter Season,20.0,50.0,700+
93,Office,Office,Male,31-40,2.0,medium,15.7,30.0,Winter Season,20.0,50.0,700+
94,Office,Office,Female,41-50,1.0,medium,15.6,31.0,Winter Season,20.0,50.0,700+
95,Office,Office,Male,31-40,1.0,medium,15.4,31.0,Winter Season,20.0,50.0,700+
96,Office,Office,Male,18-30,2.0,medium,16.3,31.0,Winter Season,20.0,50.0,700+
97,Office,Office,Male,18-30,1.0,light,16.1,28.0,Winter Season,20.0,50.0,700+
98,Office,Office,Male,18-30,1.0,light,16.3,28.0,Winter Season,20.0,50.0,700+
99,Office,Office,Male,18-30,4.0,light,16.4,29.0,Winter Season,20.0,50.0,700+
100,Office,Office,Female,31-40,2.0,light,15.3,30.0,Winter Season,20.0,50.0,700+
101,Office,Office,Male,18-30,1.0,medium,15.9,30.0,Winter Season,20.0,50.0,700+
102,Office,Office,Male,18-30,1.0,light,16.2,29.0,Winter Season,20.0,50.0,700+
103,Office,Office,Male,31-40,2.0,light,16.0,29.0,Winter Season,20.0,50.0,700+
104,Office,Office,Female,18-30,1.0,medium,16.0,29.0,Winter Season,20.0,50.0,700+
105,Office,Office,Female,18-30,2.0,light,16.6,28.0,Winter Season,20.0,50.0,700+
106,Office,Office,Male,18-30,1.0,medium,16.6,27.0,Winter Season,20.0,50.0,700+
107,Office,Office,Male,18-30,1.0,medium,15.9,27.0,Winter Season,20.0,50.0,700+
108,Office,Office,Female,18-30,1.0,light,21.8,23.0,Winter Season,20.0,50.0,1-300
109,Office,Office,Female,18-30,1.0,light,21.6,22.0,Winter Season,20.0,50.0,1-300
110,Office,Office,Female,31-40,1.0,light,19.6,24.0,Winter Season,20.0,50.0,1-300
111,Office,Office,Female,18-30,1.0,medium,27.4,26.0,Winter Season,20.0,50.0,1-300
112,Office,Office,Female,18-30,1.0,light,22.1,26.0,Winter Season,20.0,50.0,1-300
113,Office,Office,Female,18-30,1.0,light,22.0,26.0,Winter Season,20.0,50.0,1-300
114,Office,Office,Male,31-40,1.0,medium,15.2,24.0,Winter Season,20.0,50.0,1-300
115,Office,Office,Male,31-40,1.0,light,18.9,28.0,Winter Season,20.0,50.0,1-300
116,Office,Office,Female,31-40,1.0,medium,13.0,28.0,Winter Season,20.0,50.0,1-300
117,Office,Office,Male,51-60,3.0,light,12.3,30.0,Winter Season,20.0,50.0,1-300
118,Office,Office,Female,31-40,1.0,medium,12.6,31.0,Winter Season,20.0,50.0,1-300
119,Office,Office,Female,18-30,1.0,medium,12.6,30.0,Winter Season,20.0,50.0,1-300
120,Office,Office,Female,18-30,1.0,medium,12.6,30.0,Winter Season,20.0,50.0,1-300
121,Office,Office,Male,18-30,3.0,medium,13.6,39.0,Winter Season,20.0,50.0,1-300
122,Office,Office,Male,18-30,1.0,medium,13.9,38.0,Winter Season,20.0,50.0,1-300
123,Office,Office,Female,18-30,2.0,medium,13.3,39.0,Winter Season,20.0,50.0,1-300
124,Office,Office,Male,18-30,3.0,medium,13.1,38.0,Winter Season,20.0,50.0,1-300
125,Office,Office,Female,41-50,3.0,light,13.2,39.0,Winter Season,20.0,50.0,1-300
126,Office,Office,Female,18-30,1.0,medium,20.3,27.0,Winter Season,20.0,50.0,300-700
127,Office,Office,Male,18-30,1.0,light,20.7,28.0,Winter Season,20.0,50.0,300-700
128,Office,Office,Male,31-40,1.0,light,20.2,27.0,Winter Season,20.0,50.0,300-700
129,Office,Office,Male,18-30,1.0,medium,20.2,27.0,Winter Season,20.0,50.0,300-700
130,Office,Office,Female,31-40,1.0,light,19.8,28.0,Winter Season,20.0,50.0,300-700
131,Office,Office,Male,18-30,1.0,medium,20.1,30.0,Winter Season,20.0,50.0,300-700
132,Office,Office,Male,18-30,2.0,medium,25.4,23.0,Winter Season,20.0,50.0,700+
133,Office,Office,Male,31-40,2.0,light,25.4,23.0,Winter Season,20.0,50.0,700+
134,Office,Office,Male,18-30,2.0,light,25.0,23.0,Winter Season,20.0,50.0,700+
135,Office,Office,Female,18-30,1.0,light,25.0,23.0,Winter Season,20.0,50.0,700+
136,Office,Office,Female,18-30,2.0,light,25.7,22.0,Winter Season,20.0,50.0,700+
137,Office,Office,Female,18-30,1.0,light,26.2,22.0,Winter Season,20.0,50.0,700+
138,Office,Office,Male,18-30,3.0,medium,27.0,22.0,Winter Season,20.0,50.0,700+
139,Office,Office,Male,31-40,1.0,light,25.7,21.0,Winter Season,20.0,50.0,700+
140,Office,Office,Male,18-30,2.0,medium,25.7,21.0,Winter Season,20.0,50.0,700+
141,Office,Office,Female,18-30,1.0,medium,24.2,22.0,Winter Season,20.0,50.0,700+
142,Office,Office,Male,18-30,1.0,medium,25.8,22.0,Winter Season,20.0,50.0,700+
143,Office,Office,Male,18-30,1.0,light,25.8,22.0,Winter Season,20.0,50.0,700+
144,Office,Office,Male,31-40,1.0,medium,26.0,21.0,Winter Season,20.0,50.0,700+
145,Office,Office,Female,18-30,2.0,light,26.0,21.0,Winter Season,20.0,50.0,700+
146,Office,Office,Male,18-30,1.0,light,25.9,21.0,Winter Season,20.0,50.0,700+
147,Office,Office,Female,18-30,1.0,medium,25.9,21.0,Winter Season,20.0,50.0,700+
148,Office,Office,Male,18-30,2.0,light,25.6,21.0,Winter Season,20.0,50.0,700+
149,Office,Office,Male,18-30,1.0,medium,24.8,21.0,Winter Season,20.0,50.0,700+
150,Office,Office,Male,18-30,1.0,medium,25.2,22.0,Winter Season,20.0,50.0,700+
151,Office,Office,Female,18-30,2.0,medium,24.0,22.0,Winter Season,20.0,50.0,700+
152,Office,Office,Female,18-30,2.0,light,24.0,22.0,Winter Season,20.0,50.0,700+
153,Office,Office,Female,18-30,1.0,light,18.1,32.0,Winter Season,20.0,50.0,1-300
154,Office,Office,Male,31-40,1.0,medium,18.4,35.0,Winter Season,20.0,50.0,1-300
155,Office,Office,Male,31-40,1.0,medium,17.6,34.0,Winter Season,20.0,50.0,1-300
156,Office,Office,Male,31-40,1.0,medium,18.0,36.0,Winter Season,20.0,50.0,1-300
157,Office,Office,Male,18-30,1.0,medium,19.0,35.0,Winter Season,20.0,50.0,1-300
158,Office,Office,Male,31-40,2.0,medium,17.5,36.0,Winter Season,20.0,50.0,1-300
159,Office,Office,Female,41-50,1.0,medium,17.8,34.0,Winter Season,20.0,50.0,1-300
160,Office,Office,Male,31-40,1.0,light,22.4,25.0,Winter Season,20.0,50.0,700+
161,Office,Office,Male,31-40,2.0,light,22.8,24.0,Winter Season,20.0,50.0,700+
162,Office,Office,Male,31-40,1.0,light,22.4,24.0,Winter Season,20.0,50.0,700+
163,Office,Office,Male,41-50,2.0,light,22.9,24.0,Winter Season,20.0,50.0,700+
164,Office,Office,Male,18-30,1.0,medium,22.1,23.0,Winter Season,20.0,50.0,700+
165,Office,Office,Female,31-40,1.0,light,22.3,23.0,Winter Season,20.0,50.0,700+
166,Office,Office,Female,41-50,1.0,medium,22.3,24.0,Winter Season,20.0,50.0,700+
167,Office,Office,Male,18-30,2.0,light,22.8,23.0,Winter Season,20.0,50.0,700+
168,Office,Office,Female,18-30,2.0,medium,23.1,23.0,Winter Season,20.0,50.0,700+
169,Office,Office,Female,18-30,2.0,light,23.0,24.0,Winter Season,20.0,50.0,700+
170,Office,Office,Male,41-50,1.0,light,23.0,25.0,Winter Season,20.0,50.0,700+
171,Office,Office,Female,31-40,1.0,light,23.5,24.0,Winter Season,20.0,50.0,700+
172,Office,Office,Female,18-30,1.0,light,23.5,23.0,Winter Season,20.0,50.0,700+
173,Office,Office,Male,31-40,1.0,medium,23.2,23.0,Winter Season,20.0,50.0,700+
174,Office,Office,Female,18-30,2.0,light,23.1,24.0,Winter Season,20.0,50.0,700+
175,Office,Office,Male,31-40,2.0,medium,23.5,24.0,Winter Season,20.0,50.0,300-700
176,Office,Office,Male,18-30,2.0,medium,23.3,25.0,Winter Season,20.0,50.0,300-700
177,Office,Office,Male,41-50,1.0,light,23.0,25.0,Winter Season,20.0,50.0,300-700
178,Office,Office,Male,31-40,2.0,light,23.7,24.0,Winter Season,20.0,50.0,300-700
179,Office,Office,Male,31-40,1.0,medium,23.8,24.0,Winter Season,20.0,50.0,300-700
180,Office,Office,Male,31-40,2.0,light,23.5,24.0,Winter Season,20.0,50.0,300-700
181,Office,Office,Male,31-40,2.0,light,24.0,24.0,Winter Season,20.0,50.0,300-700
182,Office,Office,Male,31-40,2.0,medium,23.7,25.0,Winter Season,20.0,50.0,300-700
183,Office,Office,Male,18-30,1.0,medium,23.6,25.0,Winter Season,20.0,50.0,300-700
184,Office,Office,Male,18-30,1.0,light,24.2,26.0,Winter Season,20.0,50.0,300-700
185,Office,Office,Female,31-40,1.0,light,24.3,24.0,Winter Season,20.0,50.0,300-700
186,Office,Office,Male,31-40,1.0,light,24.9,24.0,Winter Season,20.0,50.0,300-700
187,Office,Office,Female,18-30,3.0,light,24.3,23.0,Winter Season,20.0,50.0,300-700
188,Office,Office,Female,41-50,2.0,light,23.2,24.0,Winter Season,20.0,50.0,300-700
189,Office,Office,Male,18-30,1.0,light,23.0,26.0,Winter Season,20.0,50.0,700+
190,Office,Office,Female,31-40,1.0,medium,23.1,26.0,Winter Season,20.0,50.0,700+
191,Office,Office,Male,31-40,1.0,medium,23.3,26.0,Winter Season,20.0,50.0,700+
192,Office,Office,Male,31-40,1.0,medium,23.6,26.0,Winter Season,20.0,50.0,700+
193,Office,Office,Male,31-40,2.0,light,23.5,25.0,Winter Season,20.0,50.0,700+
194,Office,Office,Male,31-40,1.0,light,23.7,26.0,Winter Season,20.0,50.0,700+
195,Office,Office,Male,18-30,1.0,medium,24.1,26.0,Winter Season,20.0,50.0,700+
196,Office,Office,Male,31-40,3.0,medium,24.1,25.0,Winter Season,20.0,50.0,700+
197,Office,Office,Male,31-40,1.0,light,24.0,26.0,Winter Season,20.0,50.0,700+
198,Office,Office,Male,31-40,2.0,light,23.6,26.0,Winter Season,20.0,50.0,700+
199,Office,Office,Male,41-50,1.0,light,24.3,26.0,Winter Season,20.0,50.0,700+
200,Office,Office,Male,31-40,1.0,medium,23.6,25.0,Winter Season,20.0,50.0,700+
201,Office,Office,Male,31-40,2.0,medium,23.4,27.0,Winter Season,20.0,50.0,700+
202,Office,Office,Male,31-40,1.0,medium,23.5,26.0,Winter Season,20.0,50.0,700+
203,Office,Office,Male,18-30,1.0,medium,23.6,26.0,Winter Season,20.0,50.0,700+
204,Office,Office,Female,18-30,2.0,light,23.7,26.0,Winter Season,20.0,50.0,700+
205,Office,Office,Female,18-30,2.0,medium,23.7,26.0,Winter Season,20.0,50.0,700+
206,Residential,Bedroom,Female,18-30,1.0,light,20.4,48.0,Winter Season,20.0,50.0,1-300
207,Residential,Bedroom,Female,18-30,1.0,light,20.4,48.0,Winter Season,20.0,50.0,1-300
208,Residential,Bedroom,Female,18-30,1.0,light,20.4,48.0,Winter Season,20.0,50.0,1-300
209,Residential,Bedroom,Female,18-30,1.0,light,20.4,48.0,Winter Season,20.0,50.0,1-300
210,Residential,Bedroom,Female,18-30,1.0,medium,20.9,43.0,Winter Season,20.0,50.0,1-300
211,Residential,Bedroom,Female,18-30,1.0,light,20.9,43.0,Winter Season,20.0,50.0,1-300
212,Residential,Bedroom,Female,18-30,1.0,light,20.9,43.0,Winter Season,20.0,50.0,1-300
213,Residential,Bedroom,Female,18-30,2.0,light,20.9,43.0,Winter Season,20.0,50.0,1-300
214,Residential,Bedroom,Female,18-30,1.0,light,19.8,40.0,Winter Season,20.0,50.0,1-300
215,Residential,Bedroom,Female,18-30,1.0,light,19.8,40.0,Winter Season,20.0,50.0,1-300
216,Residential,Bedroom,Female,18-30,1.0,light,19.8,40.0,Winter Season,20.0,50.0,1-300
217,Residential,Bedroom,Female,18-30,1.0,light,19.8,40.0,Winter Season,20.0,50.0,1-300
218,Residential,Bedroom,Female,18-30,1.0,light,19.8,47.0,Winter Season,20.0,50.0,1-300
219,Residential,Bedroom,Female,18-30,2.0,light,19.8,47.0,Winter Season,20.0,50.0,1-300
220,Residential,Bedroom,Female,18-30,1.0,light,19.8,47.0,Winter Season,20.0,50.0,1-300
221,Residential,Bedroom,Female,18-30,2.0,light,19.8,47.0,Winter Season,20.0,50.0,1-300
222,Residential,Bedroom,Female,>60,2.0,medium,22.4,50.0,Winter Season,20.0,50.0,1-300
223,Residential,Bedroom,Male,>60,1.0,medium,19.9,36.0,Winter Season,20.0,50.0,1-300
224,Residential,Bedroom,Female,31-40,2.0,medium,19.9,36.0,Winter Season,20.0,50.0,1-300
225,Residential,Bedroom,Male,31-40,2.0,light,19.0,46.0,Winter Season,20.0,50.0,1-300
226,Residential,Bedroom,Male,51-60,1.0,medium,20.2,39.0,Winter Season,20.0,50.0,1-300
227,Residential,Bedroom,Male,18-30,2.0,light,19.6,42.0,Winter Season,20.0,50.0,1-300
228,Residential,Bedroom,Male,31-40,5.0,light,18.2,43.0,Winter Season,20.0,50.0,1-300
229,Residential,Bedroom,Female,>60,1.0,medium,20.9,38.0,Winter Season,20.0,50.0,1-300
230,Residential,Living room,Male,31-40,1.0,light,23.6,34.0,Winter Season,20.0,50.0,1-300
231,Residential,Bedroom,Male,31-40,1.0,light,21.7,30.0,Winter Season,20.0,50.0,1-300
232,Residential,Bedroom,Male,31-40,2.0,medium,21.7,58.0,Winter Season,20.0,50.0,1-300
233,Residential,Bedroom,Male,>60,2.0,light,20.4,46.0,Winter Season,20.0,50.0,1-300
234,Residential,Bedroom,Female,51-60,1.0,medium,21.8,35.0,Winter Season,20.0,50.0,1-300
235,Residential,Bedroom,Female,51-60,1.0,medium,19.9,42.0,Winter Season,20.0,50.0,1-300
236,Residential,Bedroom,Female,51-60,1.0,medium,20.5,38.0,Winter Season,20.0,50.0,1-300
237,Residential,Bedroom,Female,31-40,1.0,medium,21.7,37.0,Winter Season,20.0,50.0,1-300
238,Residential,Bedroom,Female,>60,1.0,medium,22.7,31.0,Winter Season,20.0,50.0,1-300
239,Residential,Bedroom,Male,>60,1.0,medium,21.5,22.0,Winter Season,20.0,50.0,1-300
240,Residential,Bedroom,Female,>60,2.0,medium,20.5,31.0,Winter Season,20.0,50.0,1-300
241,Residential,Bedroom,Male,>60,1.0,medium,22.1,27.0,Winter Season,20.0,50.0,1-300
242,Residential,Bedroom,Female,31-40,2.0,medium,19.8,40.0,Winter Season,20.0,50.0,1-300
243,Residential,Bedroom,Male,31-40,1.0,medium,19.8,47.0,Winter Season,20.0,50.0,1-300
244,Residential,Bedroom,Male,31-40,2.0,light,18.1,31.0,Winter Season,20.0,50.0,1-300
245,Residential,Bedroom,Male,18-30,3.0,medium,18.1,31.0,Winter Season,20.0,50.0,1-300
246,Residential,Bedroom,Male,18-30,2.0,light,18.1,31.0,Winter Season,20.0,50.0,1-300
247,Residential,Bedroom,Female,>60,1.0,light,22.8,50.0,Winter Season,20.0,50.0,1-300
248,Residential,Bedroom,Female,18-30,1.0,medium,22.7,44.0,Winter Season,20.0,50.0,1-300
249,Residential,Bedroom,Male,18-30,1.0,medium,22.7,44.0,Winter Season,20.0,50.0,1-300
250,Residential,Bedroom,Female,18-30,1.0,medium,22.7,44.0,Winter Season,20.0,50.0,1-300
251,Residential,Bedroom,Male,41-50,2.0,light,17.7,46.0,Winter Season,20.0,50.0,1-300
252,Residential,Bedroom,Male,31-40,2.0,light,17.3,50.0,Winter Season,20.0,50.0,1-300
253,Residential,Bedroom,Female,18-30,2.0,medium,17.3,50.0,Winter Season,20.0,50.0,1-300
254,Residential,Bedroom,Female,18-30,2.0,medium,17.3,50.0,Winter Season,20.0,50.0,1-300
255,Residential,Bedroom,Male,31-40,2.0,light,22.2,25.0,Winter Season,20.0,50.0,1-300
256,Residential,Bedroom,Female,18-30,1.0,medium,22.2,25.0,Winter Season,20.0,50.0,1-300
257,Residential,Living room,Male,18-30,2.0,medium,22.2,25.0,Winter Season,20.0,50.0,1-300
258,Residential,Living room,Female,18-30,1.0,medium,22.2,25.0,Winter Season,20.0,50.0,1-300
259,Residential,Bedroom,Male,51-60,1.0,light,21.2,39.0,Winter Season,20.0,50.0,1-300
260,Residential,Bedroom,Female,18-30,1.0,light,21.2,39.0,Winter Season,20.0,50.0,1-300
261,Residential,Bedroom,Male,31-40,2.0,medium,21.2,39.0,Winter Season,20.0,50.0,1-300
262,Residential,Bedroom,Female,18-30,1.0,medium,21.2,39.0,Winter Season,20.0,50.0,1-300
263,Residential,Bedroom,Female,18-30,1.0,light,22.8,30.0,Winter Season,20.0,50.0,1-300
264,Residential,Living room,Female,18-30,1.0,medium,22.8,30.0,Winter Season,20.0,50.0,1-300
265,Residential,Living room,Male,31-40,4.0,medium,22.8,31.0,Winter Season,20.0,50.0,1-300
266,Residential,Living room,Female,18-30,2.0,medium,22.8,31.0,Winter Season,20.0,50.0,1-300
267,Residential,Bedroom,Female,31-40,1.0,light,20.5,38.0,Winter Season,20.0,50.0,1-300
268,Residential,Bedroom,Female,18-30,1.0,medium,20.5,38.0,Winter Season,20.0,50.0,1-300
269,Residential,Bedroom,Male,41-50,2.0,medium,20.5,38.0,Winter Season,20.0,50.0,1-300
270,Residential,Bedroom,Female,18-30,1.0,medium,20.5,38.0,Winter Season,20.0,50.0,1-300
271,Residential,Bedroom,Female,31-40,1.0,light,20.9,51.0,Winter Season,20.0,50.0,1-300
272,Residential,Bedroom,Male,31-40,2.0,medium,20.9,51.0,Winter Season,20.0,50.0,1-300
273,Residential,Bedroom,Female,18-30,1.0,medium,20.9,51.0,Winter Season,20.0,50.0,1-300
274,Residential,Bedroom,Female,18-30,1.0,medium,20.9,51.0,Winter Season,20.0,50.0,1-300
275,Residential,Bedroom,Female,>60,2.0,medium,17.2,44.0,Winter Season,20.0,50.0,1-300
276,Residential,Bedroom,Female,31-40,2.0,medium,17.2,44.0,Winter Season,20.0,50.0,1-300
277,Residential,Bedroom,Female,18-30,2.0,medium,17.2,44.0,Winter Season,20.0,50.0,1-300
278,Residential,Bedroom,Female,18-30,3.0,medium,17.2,44.0,Winter Season,20.0,50.0,1-300
279,Office,Office,Female,18-30,1.0,light,20.5,37.0,Winter Season,20.0,50.0,1-300
280,Office,Office,Male,18-30,1.0,medium,20.7,37.0,Winter Season,20.0,50.0,1-300
281,Office,Office,Female,18-30,4.0,light,20.3,34.0,Winter Season,20.0,50.0,1-300
282,Office,Office,Male,18-30,1.0,light,20.6,34.0,Winter Season,20.0,50.0,1-300
283,Office,Office,Female,18-30,2.0,medium,20.5,34.0,Winter Season,20.0,50.0,1-300
284,Office,Office,Male,18-30,1.0,light,20.6,34.0,Winter Season,20.0,50.0,1-300
