Id,Building Type,Building Function,Sex,Age,Thermal Comfort Vote,Clothing Insulation (clo),Indoor Temperature (℃),Indoor Humidity (%),Season,Outdoor Temperature (℃),Outdoor Humidity (%),Room Volume Category
25364,Residential,Other,Male,>60,1.0,medium,21.4,29.0,Winter Season,-5.9,50.0,0
25365,Residential,Other,Female,31-40,1.0,medium,16.8,30.0,Winter Season,-11.2,65.0,0
25366,Residential,Other,Female,31-40,1.0,light,21.4,29.0,Winter Season,-5.9,50.0,0
25367,Residential,Other,Female,51-60,1.0,light,21.4,29.0,Winter Season,-5.9,50.0,0
25368,Residential,Other,Male,41-50,2.0,light,21.4,29.0,Winter Season,-5.9,50.0,0
25369,Residential,Other,Female,31-40,2.0,medium,18.7,32.0,Winter Season,-10.1,60.0,0
25370,Residential,Other,Female,31-40,1.0,medium,20.9,32.0,Winter Season,-6.3,52.0,0
25371,Residential,Other,Female,41-50,1.0,medium,18.1,30.0,Winter Season,-9.6,60.0,0
25372,Residential,Other,Female,41-50,1.0,medium,20.5,29.0,Winter Season,-6.8,52.0,0
25373,Residential,Other,Male,>60,1.0,medium,18.1,30.0,Winter Season,-9.6,60.0,0
25374,Residential,Other,Male,>60,1.0,light,20.5,29.0,Winter Season,-6.8,52.0,0
25375,Residential,Other,Male,18-30,1.0,medium,20.5,29.0,Winter Season,-6.8,52.0,0
25376,Residential,Other,Female,18-30,1.0,medium,20.5,29.0,Winter Season,-6.8,52.0,0
25377,Residential,Other,Female,41-50,1.0,light,18.4,19.0,Winter Season,-8.9,63.0,0
25378,Residential,Other,Female,41-50,1.0,medium,18.6,19.0,Winter Season,-7.3,53.0,0
25379,Residential,Other,Female,18-30,1.0,medium,18.6,19.0,Winter Season,-7.3,53.0,0
25380,Residential,Other,Male,>60,1.0,medium,20.4,31.0,Winter Season,-7.6,55.0,0
25381,Residential,Other,Female,51-60,1.0,medium,18.5,26.0,Winter Season,-8.3,56.0,0
25382,Residential,Other,Female,51-60,2.0,medium,20.4,31.0,Winter Season,-7.6,55.0,0
25383,Residential,Other,Female,>60,1.0,medium,18.8,22.0,Winter Season,-7.8,56.0,0
25384,Residential,Other,Female,51-60,1.0,light,18.8,22.0,Winter Season,-7.8,56.0,0
25385,Residential,Other,Female,51-60,1.0,medium,19.2,42.0,Winter Season,-5.5,50.0,0
25386,Residential,Other,Male,18-30,1.0,light,19.2,42.0,Winter Season,-5.5,50.0,0
25387,Residential,Other,Male,51-60,1.0,light,19.2,42.0,Winter Season,-5.5,50.0,0
25388,Residential,Other,Male,41-50,1.0,light,18.3,37.0,Winter Season,-7.2,57.0,0
25389,Residential,Other,Male,41-50,1.0,light,10.1,52.0,Winter Season,-4.8,49.0,0
25390,Residential,Other,Female,31-40,2.0,medium,18.3,37.0,Winter Season,-7.2,57.0,0
25391,Residential,Other,Female,31-40,1.0,medium,10.1,52.0,Winter Season,-4.8,49.0,0
25392,Residential,Other,Female,51-60,1.0,medium,19.9,32.0,Winter Season,-6.9,57.0,0
25393,Residential,Other,Female,51-60,1.0,medium,17.7,54.0,Winter Season,-8.0,56.0,0
25394,Residential,Other,Female,18-30,1.0,medium,19.9,32.0,Winter Season,-6.9,57.0,0
25395,Residential,Other,Male,18-30,1.0,medium,17.7,54.0,Winter Season,-8.0,56.0,0
25396,Residential,Other,Female,>60,1.0,medium,16.9,29.0,Winter Season,-6.6,55.0,0
25397,Residential,Other,Female,18-30,1.0,medium,19.2,28.0,Winter Season,-11.0,68.0,0
25398,Residential,Other,Female,18-30,1.0,medium,21.9,24.0,Winter Season,-7.2,57.0,0
25399,Residential,Other,Female,18-30,1.0,medium,19.2,28.0,Winter Season,-11.0,68.0,0
25400,Residential,Other,Female,18-30,1.0,medium,21.9,24.0,Winter Season,-7.2,57.0,0
25401,Residential,Other,Male,51-60,1.0,medium,21.9,24.0,Winter Season,-7.2,57.0,0
25402,Residential,Other,Male,31-40,1.0,medium,12.8,43.0,Winter Season,-10.4,68.0,0
25403,Residential,Other,Male,31-40,1.0,medium,9.5,47.0,Winter Season,-6.0,53.0,0
25404,Residential,Other,Male,18-30,2.0,medium,12.8,43.0,Winter Season,-10.4,68.0,0
25405,Residential,Other,Female,51-60,2.0,medium,12.8,43.0,Winter Season,-10.4,68.0,0
25406,Residential,Other,Female,51-60,2.0,medium,9.5,47.0,Winter Season,-6.0,53.0,0
25407,Residential,Other,Female,31-40,1.0,medium,12.8,43.0,Winter Season,-10.4,68.0,0
25408,Residential,Other,Female,31-40,2.0,medium,9.5,47.0,Winter Season,-6.0,53.0,0
25409,Residential,Other,Female,41-50,1.0,medium,19.2,32.0,Winter Season,-10.0,67.0,0
25410,Residential,Other,Female,41-50,1.0,medium,15.8,45.0,Winter Season,-5.7,53.0,0
25411,Residential,Other,Male,18-30,1.0,medium,19.2,32.0,Winter Season,-10.0,67.0,0
25412,Residential,Other,Female,18-30,1.0,medium,19.2,32.0,Winter Season,-10.0,67.0,0
25413,Residential,Other,Female,18-30,1.0,medium,15.8,45.0,Winter Season,-5.7,53.0,0
25414,Residential,Other,Male,18-30,2.0,medium,17.6,34.0,Winter Season,-9.4,66.0,0
25415,Residential,Other,Female,51-60,2.0,medium,17.6,34.0,Winter Season,-9.4,66.0,0
25416,Residential,Other,Female,51-60,1.0,medium,17.6,46.0,Winter Season,-5.3,53.0,0
25417,Residential,Other,Female,18-30,2.0,medium,17.6,34.0,Winter Season,-9.4,66.0,0
25418,Residential,Other,Female,41-50,1.0,medium,17.6,46.0,Winter Season,-5.3,53.0,0
25419,Residential,Other,Male,18-30,3.0,medium,19.0,18.0,Winter Season,-9.0,66.0,0
25420,Residential,Other,Male,18-30,2.0,medium,17.5,64.0,Winter Season,-8.5,66.0,0
25421,Residential,Other,Male,18-30,2.0,medium,17.5,64.0,Winter Season,-8.5,65.0,0
25422,Residential,Other,Male,18-30,1.0,medium,16.7,67.0,Winter Season,-5.0,52.0,0
25423,Residential,Other,Male,9-17,2.0,medium,17.5,64.0,Winter Season,-8.5,65.0,0
25424,Residential,Other,Female,41-50,2.0,medium,17.5,64.0,Winter Season,-8.5,65.0,0
25425,Residential,Other,Female,41-50,1.0,medium,16.7,67.0,Winter Season,-5.0,52.0,0
25426,Residential,Other,Female,51-60,3.0,medium,18.3,33.0,Winter Season,-8.1,63.0,0
25427,Residential,Other,Female,51-60,1.0,medium,16.7,67.0,Winter Season,-10.7,69.0,0
25428,Residential,Other,Female,18-30,3.0,medium,18.3,33.0,Winter Season,-8.1,63.0,0
25429,Residential,Other,Female,18-30,1.0,medium,16.7,67.0,Winter Season,-10.7,69.0,0
25430,Residential,Other,Male,9-17,1.0,medium,16.5,40.0,Winter Season,-4.6,51.0,0
25431,Residential,Other,Female,>60,1.0,medium,18.9,40.0,Winter Season,-7.5,63.0,0
25432,Residential,Other,Female,31-40,1.0,medium,18.9,40.0,Winter Season,-7.5,63.0,0
25433,Residential,Other,Male,18-30,2.0,medium,18.9,40.0,Winter Season,-7.5,63.0,0
25434,Residential,Other,Male,41-50,1.0,medium,21.7,30.0,Winter Season,-7.1,62.0,0
25435,Residential,Other,Male,41-50,1.0,medium,17.0,36.0,Winter Season,-4.4,51.0,0
25436,Residential,Other,Female,18-30,1.0,medium,21.7,30.0,Winter Season,-7.1,62.0,0
25437,Residential,Other,Male,41-50,1.0,medium,17.0,36.0,Winter Season,-4.4,51.0,0
25438,Residential,Other,Male,41-50,1.0,medium,16.7,22.0,Winter Season,-12.4,77.0,0
25439,Residential,Other,Male,41-50,1.0,medium,16.0,20.0,Winter Season,-3.9,51.0,0
25440,Residential,Other,Female,41-50,1.0,medium,15.3,39.0,Winter Season,-12.0,75.0,0
25441,Residential,Other,Female,41-50,1.0,medium,15.2,39.0,Winter Season,-5.2,53.0,0
25442,Residential,Other,Male,41-50,1.0,medium,15.3,39.0,Winter Season,-12.0,75.0,0
25443,Residential,Other,Male,>60,1.0,medium,16.8,31.0,Winter Season,-11.3,73.0,0
25444,Residential,Other,Female,>60,1.0,medium,16.8,31.0,Winter Season,-11.3,73.0,0
25445,Residential,Other,Female,>60,1.0,medium,18.0,37.0,Winter Season,-3.9,52.0,0
25446,Residential,Other,Male,>60,1.0,medium,20.0,38.0,Winter Season,-10.6,71.0,0
25447,Residential,Other,Male,>60,1.0,medium,19.2,34.0,Winter Season,-3.9,52.0,0
25448,Residential,Other,Female,51-60,1.0,medium,20.0,38.0,Winter Season,-10.6,71.0,0
25449,Residential,Other,Female,51-60,1.0,medium,19.2,34.0,Winter Season,-3.9,52.0,0
25450,Residential,Other,Female,31-40,1.0,medium,20.0,38.0,Winter Season,-10.6,71.0,0
25451,Residential,Other,Female,31-40,1.0,medium,19.2,34.0,Winter Season,-3.9,52.0,0
25452,Residential,Other,Female,31-40,1.0,medium,16.8,45.0,Winter Season,-9.9,70.0,0
25453,Residential,Other,Female,31-40,1.0,medium,17.7,31.0,Winter Season,-3.9,52.0,0
25454,Residential,Other,Male,>60,1.0,medium,16.8,45.0,Winter Season,-9.9,70.0,0
25455,Residential,Other,Male,>60,1.0,medium,17.7,31.0,Winter Season,-3.9,52.0,0
25456,Residential,Other,Male,41-50,2.0,medium,17.8,32.0,Winter Season,-9.2,69.0,0
25457,Residential,Other,Female,41-50,1.0,medium,17.8,32.0,Winter Season,-9.2,69.0,0
25458,Residential,Other,Male,41-50,1.0,medium,19.0,39.0,Winter Season,-8.4,67.0,0
25459,Residential,Other,Male,41-50,1.0,medium,19.6,36.0,Winter Season,-4.3,52.0,0
25460,Residential,Other,Female,18-30,1.0,medium,19.0,39.0,Winter Season,-8.4,67.0,0
25461,Residential,Other,Female,18-30,1.0,medium,19.6,36.0,Winter Season,-4.3,52.0,0
25462,Residential,Other,Female,41-50,2.0,medium,14.7,12.0,Winter Season,-7.5,65.0,0
25463,Residential,Other,Female,41-50,1.0,medium,15.4,14.0,Winter Season,-4.8,53.0,0
25464,Residential,Other,Male,41-50,1.0,medium,15.4,14.0,Winter Season,-4.8,53.0,0
25465,Residential,Other,Female,>60,1.0,medium,14.7,31.0,Winter Season,-6.9,63.0,0
25466,Residential,Other,Female,>60,1.0,medium,21.6,29.0,Winter Season,-3.9,52.0,0
25467,Residential,Other,Male,51-60,2.0,medium,17.7,70.0,Winter Season,-6.4,61.0,0
25468,Residential,Other,Male,51-60,1.0,medium,17.0,49.0,Winter Season,-4.1,52.0,0
25469,Residential,Other,Female,51-60,2.0,medium,17.7,70.0,Winter Season,-6.4,61.0,0
25470,Residential,Other,Female,51-60,1.0,medium,17.0,49.0,Winter Season,-4.1,52.0,0
25471,Residential,Other,Male,51-60,1.0,medium,13.1,40.0,Winter Season,-11.7,76.0,0
25472,Residential,Other,Male,51-60,1.0,medium,16.3,40.0,Winter Season,-4.2,54.0,0
25473,Residential,Other,Female,18-30,1.0,medium,13.1,40.0,Winter Season,-11.7,76.0,0
25474,Residential,Other,Female,18-30,1.0,medium,16.3,40.0,Winter Season,-4.2,54.0,0
25475,Residential,Other,Female,51-60,1.0,medium,13.1,40.0,Winter Season,-11.7,76.0,0
25476,Residential,Other,Female,51-60,1.0,medium,16.3,40.0,Winter Season,-4.2,54.0,0
25477,Residential,Other,Female,31-40,2.0,medium,16.2,41.0,Winter Season,-5.8,56.0,0
25478,Residential,Other,Female,51-60,1.0,medium,12.5,19.0,Winter Season,-11.0,75.0,0
25479,Residential,Other,Female,51-60,1.0,medium,15.9,17.0,Winter Season,-4.4,54.0,0
25480,Residential,Other,Female,51-60,1.0,medium,15.7,34.0,Winter Season,-10.3,72.0,0
25481,Residential,Other,Female,51-60,1.0,medium,16.4,34.0,Winter Season,-5.2,55.0,0
25482,Residential,Other,Female,18-30,1.0,medium,15.7,34.0,Winter Season,-10.3,72.0,0
25483,Residential,Other,Female,18-30,2.0,medium,16.4,34.0,Winter Season,-5.2,55.0,0
25484,Residential,Other,Female,41-50,2.0,medium,25.2,26.0,Winter Season,-9.4,70.0,0
25485,Residential,Other,Female,41-50,1.0,medium,23.0,23.0,Winter Season,-4.9,55.0,0
25486,Residential,Other,Female,18-30,2.0,medium,25.2,26.0,Winter Season,-9.4,70.0,0
25487,Residential,Other,Female,18-30,2.0,medium,23.0,23.0,Winter Season,-4.9,55.0,0
25488,Residential,Other,Male,41-50,1.0,medium,20.6,35.0,Winter Season,-8.8,69.0,0
25489,Residential,Other,Male,41-50,1.0,medium,17.8,40.0,Winter Season,-4.4,54.0,0
25490,Residential,Other,Female,9-17,1.0,medium,20.6,35.0,Winter Season,-8.8,69.0,0
25491,Residential,Other,Female,9-17,1.0,medium,17.8,40.0,Winter Season,-4.4,54.0,0
25492,Residential,Other,Female,18-30,1.0,medium,20.6,35.0,Winter Season,-8.8,69.0,0
25493,Residential,Other,Female,18-30,1.0,medium,17.8,40.0,Winter Season,-4.4,54.0,0
25494,Residential,Other,Male,>60,1.0,medium,14.7,34.0,Winter Season,-8.1,67.0,0
25495,Residential,Other,Male,>60,1.0,medium,17.6,28.0,Winter Season,-4.7,55.0,0
25496,Residential,Other,Female,18-30,1.0,medium,14.7,34.0,Winter Season,-8.1,67.0,0
25497,Residential,Other,Female,18-30,1.0,medium,17.6,28.0,Winter Season,-4.7,55.0,0
25498,Residential,Other,Male,31-40,1.0,medium,17.6,28.0,Winter Season,-4.7,55.0,0
25499,Residential,Other,Male,9-17,1.0,medium,18.9,15.0,Winter Season,-7.7,66.0,0
25500,Residential,Other,Male,9-17,1.0,medium,23.5,9.0,Winter Season,-4.6,55.0,0
25501,Residential,Other,Male,18-30,1.0,medium,18.9,15.0,Winter Season,-7.7,66.0,0
25502,Residential,Other,Male,18-30,1.0,medium,23.5,9.0,Winter Season,-4.6,55.0,0
25503,Residential,Other,Male,31-40,1.0,medium,17.9,60.0,Winter Season,-7.1,64.0,0
25504,Residential,Other,Male,31-40,1.0,medium,19.8,29.0,Winter Season,-4.2,54.0,0
25505,Residential,Other,Female,9-17,2.0,medium,17.9,60.0,Winter Season,-7.1,64.0,0
25506,Residential,Other,Male,41-50,1.0,medium,21.1,29.0,Winter Season,-6.8,62.0,0
25507,Residential,Other,Female,31-40,1.0,medium,21.1,29.0,Winter Season,-6.8,62.0,0
25508,Residential,Other,Male,18-30,1.0,medium,16.8,65.0,Winter Season,-12.1,78.0,0
25509,Residential,Other,Male,18-30,1.0,medium,16.8,65.0,Winter Season,-12.1,78.0,0
25510,Residential,Other,Male,18-30,1.0,medium,16.7,71.0,Winter Season,-4.5,53.0,0
25511,Residential,Other,Male,51-60,1.0,medium,16.8,65.0,Winter Season,-12.1,78.0,0
25512,Residential,Other,Male,51-60,1.0,medium,16.7,71.0,Winter Season,-4.5,53.0,0
25513,Residential,Other,Female,51-60,1.0,medium,16.8,65.0,Winter Season,-12.1,78.0,0
25514,Residential,Other,Female,51-60,1.0,medium,16.7,71.0,Winter Season,-4.5,53.0,0
25515,Residential,Other,Male,31-40,1.0,medium,15.0,39.0,Winter Season,-11.6,77.0,0
25516,Residential,Other,Male,31-40,1.0,medium,17.1,38.0,Winter Season,-4.5,53.0,0
25517,Residential,Other,Female,31-40,1.0,medium,17.1,38.0,Winter Season,-4.5,53.0,0
25518,Residential,Other,Female,31-40,1.0,medium,13.2,39.0,Winter Season,-11.2,76.0,0
25519,Residential,Other,Female,31-40,1.0,medium,16.1,49.0,Winter Season,-4.5,53.0,0
25520,Residential,Other,Male,9-17,1.0,medium,13.2,39.0,Winter Season,-11.2,76.0,0
25521,Residential,Other,Male,9-17,1.0,medium,16.1,49.0,Winter Season,-4.5,53.0,0
25522,Residential,Other,Female,31-40,2.0,medium,15.3,46.0,Winter Season,-10.8,74.0,0
25523,Residential,Other,Female,9-17,1.0,heavy,15.3,46.0,Winter Season,-10.8,74.0,0
25524,Residential,Other,Female,31-40,1.0,heavy,17.4,43.0,Winter Season,-10.2,73.0,0
25525,Residential,Other,Female,51-60,3.0,medium,15.4,42.0,Winter Season,-9.8,72.0,0
25526,Residential,Other,Female,51-60,1.0,medium,14.7,50.0,Winter Season,-4.7,54.0,0
25527,Residential,Other,Female,18-30,1.0,medium,14.9,32.0,Winter Season,-9.4,70.0,0
25528,Residential,Other,Male,41-50,1.0,medium,18.8,27.0,Winter Season,-9.0,69.0,0
25529,Residential,Other,Male,41-50,1.0,medium,25.3,22.0,Winter Season,-4.8,54.0,0
25530,Residential,Other,Female,41-50,1.0,medium,18.8,27.0,Winter Season,-9.0,69.0,0
25531,Residential,Other,Male,18-30,1.0,medium,18.8,20.0,Winter Season,-8.7,68.0,0
25532,Residential,Other,Female,41-50,1.0,medium,18.8,20.0,Winter Season,-8.7,68.0,0
25533,Residential,Other,Female,18-30,1.0,medium,13.3,82.0,Winter Season,-8.0,66.0,0
25534,Residential,Other,Female,18-30,1.0,medium,13.2,71.0,Winter Season,-4.6,54.0,0
25535,Residential,Other,Female,51-60,1.0,medium,13.3,82.0,Winter Season,-8.0,66.0,0
25536,Residential,Other,Male,51-60,1.0,medium,13.2,71.0,Winter Season,-4.6,54.0,0
25537,Residential,Other,Female,18-30,1.0,medium,19.8,35.0,Winter Season,-13.1,80.0,0
25538,Residential,Other,Male,18-30,1.0,medium,12.8,49.0,Winter Season,-4.8,54.0,0
25539,Residential,Other,Female,18-30,1.0,medium,16.3,48.0,Winter Season,-12.2,78.0,0
25540,Residential,Other,Female,31-40,1.0,medium,20.2,55.0,Winter Season,-11.4,77.0,0
25541,Residential,Other,Female,31-40,1.0,heavy,19.6,49.0,Winter Season,-4.7,54.0,0
25542,Residential,Other,Female,31-40,1.0,medium,12.5,56.0,Winter Season,-10.4,75.0,0
25543,Residential,Other,Female,18-30,1.0,medium,14.4,53.0,Winter Season,-9.6,73.0,0
25544,Residential,Other,Male,18-30,1.0,medium,13.0,37.0,Winter Season,-4.8,54.0,0
25545,Residential,Other,Female,41-50,1.0,medium,17.8,66.0,Winter Season,-4.8,55.0,0
25546,Residential,Other,Male,51-60,1.0,medium,14.9,55.0,Winter Season,-6.9,63.0,0
25547,Residential,Other,Male,51-60,1.0,medium,17.0,35.0,Winter Season,-1.1,44.0,0
25548,Residential,Other,Female,31-40,1.0,medium,35.1,33.0,Summer Season,35.1,33.0,0
25549,Residential,Other,Male,31-40,1.0,medium,35.2,29.0,Summer Season,35.2,29.0,0
25550,Residential,Other,Female,>60,1.0,medium,36.6,22.0,Summer Season,36.6,22.0,0
25551,Residential,Other,Female,18-30,2.0,medium,36.6,22.0,Summer Season,36.6,22.0,0
25552,Residential,Other,Female,>60,1.0,medium,35.2,27.0,Summer Season,35.2,27.0,0
25553,Residential,Other,Male,>60,1.0,medium,35.0,30.0,Summer Season,35.0,30.0,0
25554,Residential,Other,Female,51-60,2.0,medium,35.0,30.0,Summer Season,35.0,30.0,0
25555,Residential,Other,Female,18-30,2.0,medium,36.2,26.0,Summer Season,36.5,26.0,0
25556,Residential,Other,Male,51-60,1.0,medium,32.0,32.0,Summer Season,40.3,16.0,0
25557,Residential,Other,Female,41-50,1.0,medium,32.0,32.0,Summer Season,40.3,16.0,0
25558,Residential,Other,Female,51-60,1.0,medium,29.3,41.0,Summer Season,44.4,4.0,0
25559,Residential,Other,Female,31-40,1.0,medium,29.3,41.0,Summer Season,44.0,4.0,0
25560,Residential,Other,Male,31-40,1.0,heavy,30.8,35.0,Summer Season,44.4,4.0,0
25561,Residential,Other,Female,18-30,1.0,heavy,29.4,40.0,Summer Season,44.0,4.0,0
25562,Residential,Other,Female,41-50,1.0,medium,33.5,27.0,Summer Season,43.0,4.0,0
25563,Residential,Other,Male,51-60,1.0,medium,33.5,27.0,Summer Season,43.0,4.0,0
25564,Residential,Other,Male,41-50,1.0,medium,37.3,22.0,Summer Season,41.9,22.0,0
25565,Residential,Other,Female,41-50,1.0,medium,37.3,22.0,Summer Season,41.9,22.0,0
25566,Residential,Other,Male,9-17,1.0,medium,41.4,8.0,Summer Season,41.4,8.0,0
25567,Residential,Other,Female,31-40,1.0,medium,39.3,14.0,Summer Season,39.3,14.0,0
25568,Residential,Other,Female,41-50,1.0,medium,39.3,14.0,Summer Season,39.3,14.0,0
25569,Residential,Other,Male,9-17,4.0,medium,39.1,14.0,Summer Season,39.1,14.0,0
25570,Residential,Other,Female,41-50,1.0,medium,40.5,20.0,Summer Season,40.5,20.0,0
25571,Residential,Other,Male,18-30,2.0,medium,41.2,16.0,Summer Season,41.2,16.0,0
25572,Residential,Other,Female,41-50,1.0,medium,29.6,38.0,Summer Season,40.5,50.0,0
25573,Residential,Other,Female,>60,2.0,medium,26.5,40.0,Summer Season,39.6,18.0,0
25574,Residential,Other,Female,51-60,1.0,medium,38.8,18.0,Summer Season,38.8,18.0,0
25575,Residential,Other,Female,41-50,1.0,medium,37.7,20.0,Summer Season,37.7,20.0,0
25576,Residential,Other,Female,18-30,1.0,medium,37.1,21.0,Summer Season,37.1,21.0,0
25577,Residential,Other,Male,31-40,1.0,medium,37.8,22.0,Summer Season,37.8,22.0,0
25578,Residential,Other,Male,31-40,1.0,medium,37.5,24.0,Summer Season,37.5,24.0,0
25579,Residential,Other,Male,18-30,2.0,medium,37.5,24.0,Summer Season,37.5,24.0,0
25580,Residential,Other,Male,18-30,2.0,heavy,37.8,22.0,Summer Season,37.8,22.0,0
25581,Residential,Other,Female,31-40,2.0,heavy,37.2,23.0,Summer Season,37.2,23.0,0
25582,Residential,Other,Male,31-40,1.0,medium,37.3,30.0,Summer Season,37.3,30.0,0
25583,Residential,Other,Female,>60,2.0,medium,38.9,21.0,Summer Season,38.9,21.0,0
25584,Residential,Other,Male,51-60,1.0,medium,38.0,31.0,Summer Season,38.0,31.0,0
25585,Residential,Other,Female,41-50,1.0,medium,38.3,29.0,Summer Season,38.3,29.0,0
25586,Residential,Other,Male,18-30,2.0,medium,38.5,29.0,Summer Season,38.5,29.0,0
25587,Residential,Other,Female,18-30,2.0,medium,38.5,28.0,Summer Season,38.5,28.0,0
25588,Residential,Other,Female,18-30,1.0,medium,38.7,40.0,Summer Season,44.0,50.0,0
25589,Residential,Other,Female,41-50,1.0,medium,38.4,39.0,Summer Season,43.8,15.0,0
25590,Residential,Other,Female,31-40,1.0,medium,27.8,35.0,Summer Season,42.0,17.0,0
25591,Residential,Other,Female,9-17,1.0,medium,41.4,17.0,Summer Season,41.4,17.0,0
25592,Residential,Other,Female,41-50,1.0,medium,42.2,14.0,Summer Season,42.2,14.0,0
25593,Residential,Other,Female,31-40,2.0,medium,40.6,25.0,Summer Season,40.6,25.0,0
25594,Residential,Other,Female,51-60,1.0,medium,40.1,24.0,Summer Season,40.1,24.0,0
25595,Residential,Other,Male,41-50,1.0,medium,40.0,24.0,Summer Season,40.0,24.0,0
25596,Residential,Other,Female,51-60,1.0,medium,39.8,25.0,Summer Season,39.8,25.0,0
25597,Residential,Other,Male,9-17,1.0,medium,40.8,23.0,Summer Season,40.8,23.0,0
25598,Residential,Other,Male,51-60,1.0,medium,40.0,25.0,Summer Season,40.0,25.0,0
25599,Residential,Other,Female,18-30,1.0,medium,28.1,38.0,Summer Season,38.3,27.0,0
25600,Residential,Other,Female,51-60,1.0,medium,28.9,41.0,Summer Season,38.5,50.0,0
25601,Residential,Other,Male,51-60,1.0,medium,27.7,40.0,Summer Season,38.6,50.0,0
25602,Residential,Other,Female,18-30,1.0,medium,28.0,37.0,Summer Season,38.7,27.0,0
25603,Residential,Other,Male,18-30,1.0,medium,30.4,37.0,Summer Season,36.3,34.0,0
25604,Residential,Other,Female,18-30,1.0,medium,30.4,37.0,Summer Season,36.0,36.0,0
25605,Residential,Other,Female,18-30,1.0,medium,35.4,39.0,Summer Season,37.0,26.0,0
25606,Residential,Other,Female,31-40,1.0,medium,37.5,25.0,Summer Season,37.5,25.0,0
25607,Residential,Other,Male,18-30,1.0,medium,37.6,23.0,Summer Season,37.6,23.0,0
25608,Residential,Other,Male,18-30,1.0,medium,35.3,37.0,Summer Season,37.2,23.0,0
25609,Residential,Other,Female,18-30,1.0,medium,36.8,26.0,Summer Season,36.8,26.0,0
25610,Residential,Other,Female,9-17,1.0,medium,36.6,27.0,Summer Season,39.8,25.0,0
25611,Residential,Other,Female,9-17,1.0,medium,36.7,26.0,Summer Season,39.3,27.0,0
25612,Residential,Other,Female,>60,2.0,medium,38.1,31.0,Summer Season,38.1,31.0,0
25613,Residential,Other,Male,51-60,1.0,medium,38.1,31.0,Summer Season,38.1,31.0,0
25614,Residential,Other,Male,18-30,3.0,medium,38.5,29.0,Summer Season,38.5,29.0,0
25615,Residential,Other,Female,9-17,1.0,heavy,31.0,54.0,Summer Season,30.3,52.0,0
25616,Residential,Other,Male,51-60,1.0,heavy,30.8,47.0,Summer Season,30.8,47.0,0
25617,Residential,Other,Female,18-30,1.0,medium,31.5,48.0,Summer Season,31.5,48.0,0
25618,Residential,Other,Male,51-60,1.0,medium,32.5,43.0,Summer Season,32.5,43.0,0
25619,Residential,Other,Female,41-50,1.0,medium,32.4,45.0,Summer Season,32.4,45.0,0
25620,Residential,Other,Female,18-30,1.0,medium,33.0,47.0,Summer Season,32.1,44.0,0
25621,Residential,Other,Female,18-30,1.0,medium,32.8,48.0,Summer Season,32.8,48.0,0
25622,Residential,Other,Female,41-50,1.0,medium,33.8,40.0,Summer Season,33.8,40.0,0
25623,Residential,Other,Male,31-40,1.0,medium,32.7,50.0,Summer Season,32.7,50.0,0
25624,Residential,Other,Male,9-17,2.0,medium,31.2,43.0,Summer Season,31.2,43.0,0
25625,Residential,Other,Male,>60,1.0,medium,30.1,43.0,Summer Season,30.1,43.0,0
25626,Residential,Other,Female,18-30,1.0,medium,32.4,37.0,Summer Season,32.4,37.0,0
25627,Residential,Other,Female,51-60,1.0,medium,34.0,33.0,Summer Season,34.0,33.0,0
25628,Residential,Other,Male,41-50,1.0,medium,34.5,33.0,Summer Season,34.5,33.0,0
25629,Residential,Other,Male,>60,1.0,medium,34.7,28.0,Summer Season,34.7,28.0,0
25630,Residential,Other,Female,51-60,2.0,medium,37.9,15.0,Summer Season,37.9,15.0,0
25631,Residential,Other,Female,18-30,1.0,medium,35.6,33.0,Summer Season,38.6,50.0,0
25632,Residential,Other,Male,31-40,1.0,medium,35.5,35.0,Summer Season,38.6,16.0,0
25633,Residential,Other,Female,9-17,1.0,medium,29.7,24.0,Summer Season,37.7,21.0,0
25634,Residential,Other,Male,9-17,1.0,medium,29.3,25.0,Summer Season,37.7,21.0,0
25635,Residential,Other,Female,31-40,1.0,heavy,36.5,18.0,Summer Season,39.3,16.0,0
25636,Residential,Other,Male,18-30,1.0,medium,29.2,34.0,Summer Season,40.2,14.0,0
25637,Residential,Other,Male,51-60,1.0,medium,38.5,16.0,Summer Season,38.5,16.0,0
25638,Residential,Other,Female,9-17,1.0,medium,38.4,15.0,Summer Season,38.4,15.0,0
25639,Residential,Other,Female,41-50,1.0,medium,38.4,15.0,Summer Season,38.4,15.0,0
25640,Residential,Other,Female,9-17,1.0,medium,37.9,15.0,Summer Season,37.9,15.0,0
25641,Residential,Other,Female,>60,1.0,medium,37.9,15.0,Summer Season,37.9,15.0,0
25642,Residential,Other,Male,9-17,1.0,medium,37.8,17.0,Summer Season,37.8,17.0,0
25643,Residential,Other,Male,51-60,1.0,medium,27.1,32.0,Summer Season,38.1,12.0,0
25644,Residential,Other,Female,51-60,1.0,heavy,26.7,31.0,Summer Season,38.1,12.0,0
25645,Residential,Other,Male,>60,1.0,medium,37.1,16.0,Summer Season,37.1,16.0,0
25646,Residential,Other,Female,31-40,1.0,medium,37.1,16.0,Summer Season,37.1,16.0,0
25647,Residential,Other,Female,>60,1.0,medium,37.2,17.0,Summer Season,37.2,17.0,0
25648,Residential,Other,Female,18-30,1.0,medium,36.3,20.0,Summer Season,36.3,20.0,0
25649,Residential,Other,Female,18-30,1.0,medium,36.3,19.0,Summer Season,36.3,19.0,0
